,batch_num,percent_correct
0,0.0,0.140625
1,50.0,0.1875
2,100.0,0.109375
3,150.0,0.1875
4,200.0,0.25
5,250.0,0.234375
6,300.0,0.25
7,350.0,0.125
8,400.0,0.265625
9,450.0,0.125
10,500.0,0.1875
11,550.0,0.1875
12,600.0,0.15625
13,650.0,0.15625
14,700.0,0.171875
15,750.0,0.140625
16,800.0,0.1875
17,850.0,0.109375
18,900.0,0.234375
19,950.0,0.171875
20,1000.0,0.203125
21,1050.0,0.15625
22,1100.0,0.21875
23,1150.0,0.140625
24,1200.0,0.15625
25,1250.0,0.140625
26,1300.0,0.171875
27,1350.0,0.15625
28,1400.0,0.171875
29,1450.0,0.125
30,1500.0,0.1875
31,1550.0,0.140625
32,1600.0,0.171875
33,1650.0,0.140625
34,1700.0,0.1875
35,1750.0,0.15625
36,1800.0,0.109375
37,1850.0,0.1875
38,1900.0,0.171875
39,1950.0,0.140625
40,2000.0,0.171875
41,2050.0,0.140625
42,2100.0,0.15625
43,2150.0,0.203125
44,2200.0,0.140625
45,2250.0,0.296875
46,2300.0,0.140625
47,2350.0,0.09375
48,2400.0,0.140625
49,2450.0,0.1875
50,2500.0,0.03125
51,2550.0,0.1875
52,2600.0,0.15625
53,2650.0,0.171875
54,2700.0,0.15625
55,2750.0,0.171875
56,2800.0,0.15625
57,2850.0,0.21875
58,2900.0,0.140625
59,2950.0,0.09375
60,3000.0,0.171875
61,3050.0,0.1875
62,3100.0,0.171875
63,3150.0,0.203125
64,3200.0,0.125
65,3250.0,0.140625
66,3300.0,0.09375
67,3350.0,0.203125
68,3400.0,0.28125
69,3450.0,0.15625
70,3500.0,0.234375
71,3550.0,0.140625
72,3600.0,0.125
73,3650.0,0.140625
74,3700.0,0.1875
75,3750.0,0.1875
76,3800.0,0.09375
77,3850.0,0.125
78,3900.0,0.140625
79,3950.0,0.140625
80,4000.0,0.171875
81,4050.0,0.1875
82,4100.0,0.140625
83,4150.0,0.1875
84,4200.0,0.1875
85,4250.0,0.171875
86,4300.0,0.203125
87,4350.0,0.171875
88,4400.0,0.265625
89,4450.0,0.1875
90,4500.0,0.0625
91,4550.0,0.125
92,4600.0,0.21875
93,4650.0,0.265625
94,4700.0,0.140625
95,4750.0,0.140625
96,4800.0,0.109375
97,4850.0,0.125
98,4900.0,0.125
99,4950.0,0.140625
100,5000.0,0.234375
101,5050.0,0.15625
102,5100.0,0.140625
103,5150.0,0.1875
104,5200.0,0.203125
105,5250.0,0.203125
106,5300.0,0.21875
107,5350.0,0.1875
108,5400.0,0.125
109,5450.0,0.140625
110,5500.0,0.140625
111,5550.0,0.171875
112,5600.0,0.140625
113,5650.0,0.15625
114,5700.0,0.109375
115,5750.0,0.171875
116,5800.0,0.15625
117,5850.0,0.125
118,5900.0,0.1875
119,5950.0,0.125
120,6000.0,0.171875
121,6050.0,0.171875
122,6100.0,0.109375
123,6150.0,0.171875
124,6200.0,0.203125
125,6250.0,0.171875
126,6300.0,0.109375
127,6350.0,0.171875
128,6400.0,0.15625
129,6450.0,0.140625
130,6500.0,0.109375
131,6550.0,0.09375
132,6600.0,0.171875
133,6650.0,0.1875
134,6700.0,0.140625
135,6750.0,0.1875
136,6800.0,0.21875
137,6850.0,0.140625
138,6900.0,0.1875
139,6950.0,0.140625
