,batch_num,percent_correct
270,13500.0,0.9375
271,13550.0,0.9375
272,13600.0,0.921875
273,13650.0,0.96875
274,13700.0,0.96875
275,13750.0,0.953125
276,13800.0,0.90625
277,13850.0,0.875
278,13900.0,0.859375
279,13950.0,0.921875
280,14000.0,0.828125
281,14050.0,0.921875
282,14100.0,0.921875
283,14150.0,0.953125
284,14200.0,0.921875
285,14250.0,0.859375
286,14300.0,0.90625
287,14350.0,0.96875
288,14400.0,0.90625
289,14450.0,0.890625
290,14500.0,0.96875
291,14550.0,0.921875
292,14600.0,0.921875
293,14650.0,0.921875
294,14700.0,0.890625
295,14750.0,0.921875
296,14800.0,0.875
297,14850.0,0.96875
298,14900.0,0.9375
299,14950.0,0.96875
300,15000.0,0.921875
301,15050.0,0.953125
302,15100.0,0.921875
303,15150.0,0.828125
304,15200.0,0.921875
305,15250.0,0.859375
306,15300.0,0.921875
307,15350.0,0.9375
308,15400.0,0.921875
309,15450.0,0.90625
310,15500.0,0.78125
311,15550.0,0.984375
312,15600.0,0.9375
313,15650.0,0.890625
314,15700.0,0.921875
315,15750.0,0.9375
316,15800.0,0.90625
317,15850.0,0.9375
318,15900.0,0.953125
319,15950.0,0.984375
320,16000.0,0.96875
321,16050.0,0.953125
322,16100.0,0.96875
323,16150.0,0.921875
324,16200.0,0.9375
325,16250.0,0.96875
326,16300.0,0.90625
327,16350.0,0.953125
328,16400.0,0.953125
329,16450.0,0.953125
330,16500.0,0.984375
331,16550.0,0.875
332,16600.0,0.953125
333,16650.0,0.90625
334,16700.0,0.953125
335,16750.0,0.921875
336,16800.0,0.90625
337,16850.0,0.96875
338,16900.0,0.953125
339,16950.0,0.921875
340,17000.0,0.953125
341,17050.0,0.9375
342,17100.0,0.875
343,17150.0,0.953125
344,17200.0,0.921875
345,17250.0,0.921875
346,17300.0,0.953125
347,17350.0,0.9375
348,17400.0,0.921875
349,17450.0,0.984375
350,17500.0,0.9375
351,17550.0,0.921875
352,17600.0,0.90625
353,17650.0,1.0
354,17700.0,0.953125
355,17750.0,0.90625
356,17800.0,0.953125
357,17850.0,0.921875
358,17900.0,0.9375
359,17950.0,0.921875
360,18000.0,0.921875
361,18050.0,0.921875
362,18100.0,0.9375
363,18150.0,0.953125
364,18200.0,0.9375
365,18250.0,0.9375
366,18300.0,0.984375
367,18350.0,0.9375
368,18400.0,0.9375
369,18450.0,0.953125
370,18500.0,0.953125
371,18550.0,0.78125
372,18600.0,0.9375
373,18650.0,0.96875
374,18700.0,0.953125
375,18750.0,0.953125
376,18800.0,0.953125
377,18850.0,0.9375
378,18900.0,0.96875
379,18950.0,0.953125
380,19000.0,0.96875
381,19050.0,0.9375
382,19100.0,0.953125
383,19150.0,1.0
384,19200.0,0.9375
385,19250.0,0.9375
386,19300.0,0.9375
387,19350.0,0.96875
388,19400.0,0.9375
389,19450.0,0.96875
390,19500.0,0.9375
391,19550.0,0.96875
392,19600.0,0.953125
393,19650.0,0.890625
394,19700.0,0.96875
395,19750.0,0.90625
396,19800.0,0.953125
397,19850.0,1.0
398,19900.0,0.96875
399,19950.0,0.921875
