,batch_num,percent_correct
0,0.0,0.515625
1,50.0,0.59375
2,100.0,0.640625
3,150.0,0.625
4,200.0,0.6875
5,250.0,0.640625
6,300.0,0.703125
7,350.0,0.71875
8,400.0,0.75
9,450.0,0.671875
10,500.0,0.625
11,550.0,0.796875
12,600.0,0.65625
13,650.0,0.75
14,700.0,0.703125
15,750.0,0.65625
16,800.0,0.78125
17,850.0,0.671875
18,900.0,0.8125
19,950.0,0.78125
20,1000.0,0.765625
21,1050.0,0.75
22,1100.0,0.78125
23,1150.0,0.671875
24,1200.0,0.84375
25,1250.0,0.78125
26,1300.0,0.828125
27,1350.0,0.8125
28,1400.0,0.796875
29,1450.0,0.796875
30,1500.0,0.796875
31,1550.0,0.75
32,1600.0,0.859375
33,1650.0,0.796875
34,1700.0,0.75
35,1750.0,0.875
36,1800.0,0.765625
37,1850.0,0.875
38,1900.0,0.90625
39,1950.0,0.859375
40,2000.0,0.828125
41,2050.0,0.828125
42,2100.0,0.890625
43,2150.0,0.90625
44,2200.0,0.875
45,2250.0,0.890625
46,2300.0,0.9375
47,2350.0,0.90625
48,2400.0,0.90625
49,2450.0,0.859375
50,2500.0,0.921875
51,2550.0,0.9375
52,2600.0,0.90625
53,2650.0,0.96875
54,2700.0,0.921875
55,2750.0,0.9375
56,2800.0,0.9375
57,2850.0,0.9375
58,2900.0,0.90625
59,2950.0,0.875
60,3000.0,0.953125
61,3050.0,0.875
62,3100.0,0.953125
63,3150.0,0.875
64,3200.0,0.96875
65,3250.0,0.921875
66,3300.0,0.953125
67,3350.0,0.953125
68,3400.0,0.96875
69,3450.0,0.9375
70,3500.0,0.96875
71,3550.0,0.953125
72,3600.0,0.953125
73,3650.0,0.890625
74,3700.0,0.984375
75,3750.0,0.9375
76,3800.0,0.984375
77,3850.0,0.953125
78,3900.0,0.921875
79,3950.0,0.96875
80,4000.0,1.0
81,4050.0,0.921875
82,4100.0,0.953125
83,4150.0,0.953125
84,4200.0,0.953125
85,4250.0,0.96875
86,4300.0,0.953125
87,4350.0,0.90625
88,4400.0,0.921875
89,4450.0,0.9375
90,4500.0,0.96875
91,4550.0,0.9375
92,4600.0,0.96875
93,4650.0,0.984375
94,4700.0,0.984375
95,4750.0,0.96875
96,4800.0,0.96875
97,4850.0,0.984375
98,4900.0,0.96875
99,4950.0,0.953125
