,batch_num,percent_correct
0,0.0,0.5625
1,50.0,0.453125
2,100.0,0.515625
3,150.0,0.5625
4,200.0,0.578125
5,250.0,0.59375
6,300.0,0.53125
7,350.0,0.53125
8,400.0,0.625
9,450.0,0.53125
10,500.0,0.578125
11,550.0,0.546875
12,600.0,0.671875
13,650.0,0.640625
14,700.0,0.703125
15,750.0,0.703125
16,800.0,0.640625
17,850.0,0.65625
18,900.0,0.703125
19,950.0,0.71875
20,1000.0,0.765625
21,1050.0,0.734375
22,1100.0,0.65625
23,1150.0,0.75
24,1200.0,0.734375
25,1250.0,0.71875
26,1300.0,0.75
27,1350.0,0.796875
28,1400.0,0.71875
29,1450.0,0.765625
30,1500.0,0.796875
31,1550.0,0.71875
32,1600.0,0.75
33,1650.0,0.71875
34,1700.0,0.6875
35,1750.0,0.734375
36,1800.0,0.84375
37,1850.0,0.90625
38,1900.0,0.828125
39,1950.0,0.75
40,2000.0,0.796875
41,2050.0,0.796875
42,2100.0,0.875
43,2150.0,0.859375
44,2200.0,0.859375
45,2250.0,0.9375
46,2300.0,0.8125
47,2350.0,0.8125
48,2400.0,0.890625
49,2450.0,0.78125
50,2500.0,0.859375
51,2550.0,0.8125
52,2600.0,0.828125
53,2650.0,0.859375
54,2700.0,0.859375
55,2750.0,0.859375
56,2800.0,0.84375
57,2850.0,0.859375
58,2900.0,0.875
59,2950.0,0.875
60,3000.0,0.875
61,3050.0,0.90625
62,3100.0,0.96875
63,3150.0,0.890625
64,3200.0,0.921875
65,3250.0,0.9375
66,3300.0,0.921875
67,3350.0,0.828125
68,3400.0,0.921875
69,3450.0,0.890625
70,3500.0,0.984375
71,3550.0,0.96875
72,3600.0,0.921875
73,3650.0,0.921875
74,3700.0,0.921875
75,3750.0,0.90625
76,3800.0,0.875
77,3850.0,0.875
78,3900.0,0.9375
79,3950.0,0.90625
80,4000.0,0.921875
81,4050.0,0.9375
82,4100.0,0.9375
83,4150.0,1.0
84,4200.0,0.953125
85,4250.0,0.96875
86,4300.0,0.9375
87,4350.0,0.96875
88,4400.0,0.90625
89,4450.0,0.953125
90,4500.0,0.921875
91,4550.0,0.953125
92,4600.0,0.984375
93,4650.0,1.0
94,4700.0,0.9375
95,4750.0,0.96875
96,4800.0,0.921875
97,4850.0,1.0
98,4900.0,0.953125
99,4950.0,0.953125
