,batch_num,percent_correct
0,0.0,0.28125
1,50.0,0.25
2,100.0,0.34375
3,150.0,0.125
4,200.0,0.25
5,250.0,0.296875
6,300.0,0.25
7,350.0,0.28125
8,400.0,0.203125
9,450.0,0.15625
10,500.0,0.28125
11,550.0,0.3125
12,600.0,0.25
13,650.0,0.25
14,700.0,0.25
15,750.0,0.34375
16,800.0,0.234375
17,850.0,0.140625
18,900.0,0.1875
19,950.0,0.265625
20,1000.0,0.265625
21,1050.0,0.3125
22,1100.0,0.28125
23,1150.0,0.25
24,1200.0,0.296875
25,1250.0,0.21875
26,1300.0,0.359375
27,1350.0,0.3125
28,1400.0,0.3125
29,1450.0,0.328125
30,1500.0,0.34375
31,1550.0,0.265625
32,1600.0,0.3125
33,1650.0,0.25
34,1700.0,0.3125
35,1750.0,0.28125
36,1800.0,0.234375
37,1850.0,0.3125
38,1900.0,0.21875
39,1950.0,0.296875
40,2000.0,0.421875
41,2050.0,0.3125
42,2100.0,0.328125
43,2150.0,0.28125
44,2200.0,0.296875
45,2250.0,0.359375
46,2300.0,0.25
47,2350.0,0.375
48,2400.0,0.25
49,2450.0,0.328125
50,2500.0,0.359375
51,2550.0,0.34375
52,2600.0,0.359375
53,2650.0,0.3125
54,2700.0,0.28125
55,2750.0,0.25
56,2800.0,0.21875
57,2850.0,0.421875
58,2900.0,0.375
59,2950.0,0.21875
60,3000.0,0.234375
61,3050.0,0.390625
62,3100.0,0.390625
63,3150.0,0.359375
64,3200.0,0.484375
65,3250.0,0.296875
66,3300.0,0.421875
67,3350.0,0.359375
68,3400.0,0.390625
69,3450.0,0.4375
70,3500.0,0.40625
71,3550.0,0.328125
72,3600.0,0.375
73,3650.0,0.40625
74,3700.0,0.3125
75,3750.0,0.359375
76,3800.0,0.375
77,3850.0,0.421875
78,3900.0,0.421875
79,3950.0,0.40625
80,4000.0,0.40625
81,4050.0,0.375
82,4100.0,0.4375
83,4150.0,0.34375
84,4200.0,0.546875
85,4250.0,0.515625
86,4300.0,0.453125
87,4350.0,0.421875
88,4400.0,0.421875
89,4450.0,0.40625
90,4500.0,0.34375
91,4550.0,0.53125
92,4600.0,0.40625
93,4650.0,0.484375
94,4700.0,0.5625
95,4750.0,0.46875
96,4800.0,0.5625
97,4850.0,0.5
98,4900.0,0.40625
99,4950.0,0.515625
100,5000.0,0.46875
101,5050.0,0.625
102,5100.0,0.484375
103,5150.0,0.484375
104,5200.0,0.5
105,5250.0,0.53125
106,5300.0,0.59375
107,5350.0,0.546875
108,5400.0,0.6875
109,5450.0,0.546875
110,5500.0,0.5
111,5550.0,0.625
