,batch_num,percent_correct
0,0.0,0.1875
1,50.0,0.09375
2,100.0,0.171875
3,150.0,0.171875
4,200.0,0.0625
5,250.0,0.1875
6,300.0,0.203125
7,350.0,0.140625
8,400.0,0.109375
9,450.0,0.265625
10,500.0,0.1875
11,550.0,0.140625
12,600.0,0.125
13,650.0,0.15625
14,700.0,0.09375
15,750.0,0.109375
16,800.0,0.21875
17,850.0,0.15625
18,900.0,0.21875
19,950.0,0.203125
20,1000.0,0.234375
21,1050.0,0.140625
22,1100.0,0.15625
23,1150.0,0.125
24,1200.0,0.1875
25,1250.0,0.09375
26,1300.0,0.171875
27,1350.0,0.078125
28,1400.0,0.21875
29,1450.0,0.09375
30,1500.0,0.140625
31,1550.0,0.171875
32,1600.0,0.140625
33,1650.0,0.171875
34,1700.0,0.1875
35,1750.0,0.1875
36,1800.0,0.234375
37,1850.0,0.28125
38,1900.0,0.15625
39,1950.0,0.125
40,2000.0,0.203125
41,2050.0,0.25
42,2100.0,0.125
43,2150.0,0.140625
44,2200.0,0.171875
45,2250.0,0.3125
46,2300.0,0.078125
47,2350.0,0.171875
48,2400.0,0.25
49,2450.0,0.25
50,2500.0,0.125
51,2550.0,0.171875
52,2600.0,0.265625
53,2650.0,0.140625
54,2700.0,0.21875
55,2750.0,0.21875
56,2800.0,0.28125
57,2850.0,0.234375
58,2900.0,0.1875
59,2950.0,0.171875
60,3000.0,0.21875
61,3050.0,0.296875
62,3100.0,0.234375
63,3150.0,0.28125
64,3200.0,0.234375
65,3250.0,0.28125
66,3300.0,0.296875
67,3350.0,0.234375
68,3400.0,0.25
69,3450.0,0.203125
70,3500.0,0.09375
71,3550.0,0.125
72,3600.0,0.140625
73,3650.0,0.21875
74,3700.0,0.234375
75,3750.0,0.234375
76,3800.0,0.3125
77,3850.0,0.3125
78,3900.0,0.21875
79,3950.0,0.265625
80,4000.0,0.25
81,4050.0,0.21875
82,4100.0,0.40625
83,4150.0,0.21875
84,4200.0,0.3125
85,4250.0,0.25
86,4300.0,0.203125
87,4350.0,0.28125
